Question,infomation,productTopSell,recommendedProduct,ingredient,quality,greeting
cho mình hỏi americano được làm từ nguyên liệu gì,1,0,0,0,0,0
bạn có thể cung cấp thông tin về cà phê có thực sự tốt không,0,0,0,0,1,0
mình cần chút thông tin về thành phần của americano không,1,0,0,0,0,0
bạn có thể trả lời giúp mình espresso được giới thiệu ra sao,1,0,0,0,0,0
sản phẩm chứa trà nào phổ biến nhất,0,0,0,1,0,0
cậu giúp mình với espresso có tính năng nổi bật nào,1,0,0,0,0,0
bạn cho mình hỏi tôi nên dùng cà phê nào,0,0,1,0,0,0
chào shop mình thắc mắc chút,0,0,0,0,0,1
bạn giúp mình với americano được giới thiệu ra sao,1,0,0,0,0,0
mình có một thắc mắc tớ nên dùng cà phê nào,0,0,1,0,0,0
cho mình thắc mắc americano có mức giá như thế nào,1,0,0,0,0,0
mình thắc mắc chút có sản phẩm nào được xem là siêu hot gần đây không,0,1,0,0,0,0
cậu có thể cho mình biết mặt hàng nào được xem là xu hướng và đang bán chạy nhất hiện tại,0,1,0,0,0,0
alo quán mình muốn tìm hiểu về,0,0,0,0,0,1
mình cần bạn giải đáp những sản phẩm nào đang được khách hàng săn đón nhiều nhất,0,1,0,0,0,0
bạn có thể cho tớ thông tin về em nên dùng cà phê nào,0,0,1,0,0,0
hello em mình muốn tìm hiểu về,0,0,0,0,0,1
mình thắc mắc chút anh có thể tham khảo cà phê nào,0,0,1,0,0,0
bạn giúp mình với cà phê có mức giá như thế nào,1,0,0,0,0,0
bạn có thể cho tớ thông tin về espresso có được nhiều người yêu thích không,0,0,0,0,1,0
bạn cho mình xin thông tin về sản phẩm americano có đáng để sử dụng không,0,0,0,0,1,0
có thể giải đáp giúp mình không sản phẩm nào có trứng,0,0,0,1,0,0
bạn giúp mình chút được không espresso là sản phẩm thuộc nhóm nào,1,0,0,0,0,0
bạn cho mình xin thông tin về cà phê nào tôi nên xem xét,0,0,1,0,0,0
có thể giải đáp giúp mình không americano có khuyến mãi không và giá hiện tại là bao nhiêu,1,0,0,0,0,0
cậu có thể cho mình biết tớ có thể tham khảo cà phê nào,0,0,1,0,0,0
alo mọi người mình cần chút thông tin về,0,0,0,0,0,1
bạn có thể cung cấp thông tin về sản phẩm cà phê có đáng mua không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về sản phẩm có chứa bơ không,0,0,0,1,0,0
có thể cho mình biết sản phẩm espresso có đáng mua không,0,0,0,0,1,0
có thể giải đáp giúp mình không sản phẩm nào được làm từ trứng,0,0,0,1,0,0
cậu có thể cho mình biết espresso là sản phẩm thuộc phân khúc nào,1,0,0,0,0,0
mình cần bạn giải đáp cà phê có đáng tin cậy không,0,0,0,0,1,0
mình đang thắc mắc về sản phẩm nào được làm từ bột mì,0,0,0,1,0,0
mình muốn biết hiện tại có thể mua bao nhiêu cà phê,1,0,0,0,0,0
mình muốn biết cà phê và espresso thì cái nào ngon hơn theo bạn,0,0,0,0,1,0
mình cần chút thông tin về có sản phẩm nào được xem là siêu hot gần đây không,0,1,0,0,0,0
có thể hỗ trợ mình với sản phẩm nào được ưa chuộng nhất,0,1,0,0,0,0
cho mình thắc mắc americano có khuyến mãi không và giá hiện tại là bao nhiêu,1,0,0,0,0,0
mình đang thắc mắc về cho tôi biết cà phê nào phù hợp với tôi,0,0,1,0,0,0
mình thắc mắc chút sản phẩm cà phê có xứng đáng không,0,0,0,0,1,0
mình muốn hỏi sản phẩm có chứa bơ không,0,0,0,1,0,0
cậu có thể cho mình biết nguyên liệu chính của americano là gì,1,0,0,0,0,0
mình hỏi chút nhiều người đánh giá espresso cao không,0,0,0,0,1,0
có thể hỏi bạn về sản phẩm nào giữa americano và cà phê là tốt hơn,0,0,0,0,1,0
bạn giúp mình với bột mì có trong sản phẩm nào,0,0,0,1,0,0
có thể hỗ trợ mình với tớ có thể tham khảo cà phê nào,0,0,1,0,0,0
mình có điều muốn hỏi có sản phẩm nào mới xuất hiện nhưng đã bán rất chạy không,0,1,0,0,0,0
mình có một thắc mắc tớ thích cà phê nào thì nên mua gì,0,0,1,0,0,0
cho mình thắc mắc có mặt hàng nào hiện tại đang dẫn đầu về lượng bán ra không,0,1,0,0,0,0
bạn giúp mình chút được không sản phẩm nào có phô mai,0,0,0,1,0,0
bạn có thể trả lời giúp mình sản phẩm có chứa trà không,0,0,0,1,0,0
mình muốn tìm hiểu về cà phê có khuyến mãi không và giá hiện tại là bao nhiêu,1,0,0,0,0,0
bạn có thể trả lời thắc mắc của mình sản phẩm nào có bột mì,0,0,0,1,0,0
chào anh mình hỏi chút,0,0,0,0,0,1
mình muốn hỏi bạn chút thông tin về americano có tốt như lời đồn không,0,0,0,0,1,0
mình muốn hỏi nên chọn espresso hay cà phê,0,0,0,0,1,0
bạn cho mình xin thông tin về giá bán của espresso hiện tại là bao nhiêu,1,0,0,0,0,0
độ uy tín của espresso thế nào,0,0,0,0,1,0
mình có một câu hỏi nên chọn cà phê hay espresso,0,0,0,0,1,0
cho tớ hỏi bạn có biết cà phê nào cho em không?,0,0,1,0,0,0
alo mình có điều muốn hỏi,0,0,0,0,0,1
mình muốn hỏi bạn chút thông tin về có sản phẩm nào chứa sữa không,0,0,0,1,0,0
hey anh có thể hỏi bạn về,0,0,0,0,0,1
cho mình hỏi espresso với cà phê thì loại nào được ưa chuộng hơn,0,0,0,0,1,0
cho mình hỏi tôi có thể tham khảo cà phê nào,0,0,1,0,0,0
cho mình hỏi sản phẩm nào được chế biến bởi trứng,0,0,0,1,0,0
cậu giúp mình với sản phẩm nào đang có nhiều phản hồi tích cực và bán chạy,0,1,0,0,0,0
alo em mình thắc mắc muốn hỏi bạn,0,0,0,0,0,1
bạn có thể trả lời giúp mình mật ong có trong sản phẩm nào,0,0,0,1,0,0
mình muốn biết americano có nổi tiếng không,0,0,0,0,1,0
mình muốn tìm hiểu về espresso có thuộc loại cao cấp không,1,0,0,0,0,0
bạn giúp mình với bạn có biết cà phê nào cho em không?,0,0,1,0,0,0
mình hỏi chút espresso với cà phê thì loại nào được ưa chuộng hơn,0,0,0,0,1,0
xin chào mình muốn biết,0,0,0,0,0,1
cho tớ hỏi độ ngon của americano như thế nào,0,0,0,0,1,0
mình có điều muốn hỏi americano với cà phê thì loại nào được ưa chuộng hơn,0,0,0,0,1,0
bạn có thể trả lời giúp mình thành phần của americano không,1,0,0,0,0,0
cho mình hỏi có sản phẩm nào chứa trứng không,0,0,0,1,0,0
bạn giúp mình với cà phê nào phù hợp với em,0,0,1,0,0,0
mình có điều muốn hỏi sản phẩm nào được khách hàng thích nhất,0,1,0,0,0,0
có thể giải đáp giúp mình không gợi ý cà phê mà tớ có thể thích,0,0,1,0,0,0
có thể hỏi bạn về có sản phẩm nào chứa bơ không,0,0,0,1,0,0
mình có một thắc mắc anh có thể thử cà phê nào,0,0,1,0,0,0
mình muốn hỏi tôi có thể tìm sản phẩm chứa cà phê ở đâu,0,0,0,1,0,0
bạn cho mình hỏi sản phẩm nào có lượng mua cao nhất,0,1,0,0,0,0
mình muốn hỏi bạn chút thông tin về thành phần của cà phê không,1,0,0,0,0,0
bạn giúp mình với quán có sản phẩm nào bán rất chạy mà mình nên biết không,0,1,0,0,0,0
mình muốn hỏi bạn chút thông tin về cho tôi biết cà phê nào phù hợp với bạn,0,0,1,0,0,0
mình muốn hỏi sản phẩm nào được làm từ trà,0,0,0,1,0,0
mình muốn tìm hiểu về chất lượng của americano thế nào,0,0,0,0,1,0
có thể cho mình biết espresso có đáng để mua thử không,0,0,0,0,1,0
hey anh,0,0,0,0,0,1
mình đang thắc mắc về có sản phẩm nào mới xuất hiện nhưng đã bán rất chạy không,0,1,0,0,0,0
mình có một thắc mắc sản phẩm chứa bơ nào phổ biến nhất,0,0,0,1,0,0
mình muốn tìm hiểu về có nên tin tưởng vào chất lượng của espresso không,0,0,0,0,1,0
có thể hỗ trợ mình với hiện tại có thể mua bao nhiêu cà phê,1,0,0,0,0,0
bạn giúp mình chút được không cà phê với espresso thì loại nào được ưa chuộng hơn,0,0,0,0,1,0
có thể hỏi bạn về espresso có nổi tiếng không,0,0,0,0,1,0
mình thắc mắc muốn hỏi bạn cà phê còn bao nhiêu ly,1,0,0,0,0,0
mình thắc mắc chút gợi ý cà phê nào cho tôi tốt nhất,0,0,1,0,0,0
mình có một thắc mắc anh có thể tham khảo cà phê nào,0,0,1,0,0,0
mình muốn biết sản phẩm nào đang được mọi người ưa chuộng mua sắm hiện tại,0,1,0,0,0,0
bạn giúp mình chút được không mô tả chi tiết về americano là gì,1,0,0,0,0,0
mình muốn hỏi bạn chút thông tin về espresso còn bao nhiêu ly,1,0,0,0,0,0
bạn giúp mình với gợi ý cà phê mà bạn có thể thích,0,0,1,0,0,0
có thể giải đáp giúp mình không nguyên liệu nào được dùng để làm americano,1,0,0,0,0,0
cậu giúp mình với sản phẩm nào được chế biến bởi sữa,0,0,0,1,0,0
mình thắc mắc muốn hỏi bạn cà phê nào tôi nên xem xét,0,0,1,0,0,0
americano có phải là sản phẩm ngon nhất không,0,0,0,0,1,0
mình muốn hỏi bạn chút thông tin về cà phê có thành phần đặc trưng nào,1,0,0,0,0,0
mình muốn tìm hiểu về nguyên liệu chính của espresso là gì,1,0,0,0,0,0
mình muốn hỏi sản phẩm nào được làm từ cà phê,0,0,0,1,0,0
bạn cho mình xin thông tin về espresso có chất lượng ổn không,0,0,0,0,1,0
cậu có thể cho mình biết sản phẩm nào đang có nhiều phản hồi tích cực và bán chạy,0,1,0,0,0,0
mình có điều muốn hỏi sản phẩm chứa cà phê nào phổ biến nhất,0,0,0,1,0,0
có thể cho mình biết espresso với cà phê thì loại nào được ưa chuộng hơn,0,0,0,0,1,0
alo nhân viên bạn có thể trả lời giúp mình,0,0,0,0,0,1
mình muốn biết sản phẩm nào được làm từ trà,0,0,0,1,0,0
bạn có thể cung cấp thông tin về mô tả chi tiết về cà phê là gì,1,0,0,0,0,0
mình muốn tìm hiểu về espresso có an toàn khi sử dụng không,0,0,0,0,1,0
mình cần chút thông tin về có cà phê nào phù hợp với mình không,0,0,1,0,0,0
mình có một thắc mắc đánh giá về espresso có cao không,0,0,0,0,1,0
hey cậu mình có điều muốn hỏi,0,0,0,0,0,1
bạn có thể cung cấp thông tin về espresso còn hàng không,1,0,0,0,0,0
có thể hỏi bạn về americano có thực sự tốt không,0,0,0,0,1,0
cho tớ hỏi cà phê có tốt như lời đồn không,0,0,0,0,1,0
mình muốn hỏi bạn chút thông tin về có nên tin tưởng vào chất lượng của americano không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về sản phẩm nào được chế biến bởi đường,0,0,0,1,0,0
mình thắc mắc muốn hỏi bạn sản phẩm nào được mọi người mua nhiều nhất trong thời gian gần đây,0,1,0,0,0,0
mình cần chút thông tin về có nên lựa chọn espresso không,0,0,0,0,1,0
mình có thể thử cà phê nào,0,0,1,0,0,0
cho mình hỏi sản phẩm nào đang dẫn đầu doanh số bán hàng,0,1,0,0,0,0
cậu có thể cho mình biết cà phê có trong sản phẩm nào,0,0,0,1,0,0
mình thắc mắc muốn hỏi bạn espresso có đáng để mua thử không,0,0,0,0,1,0
alo bạn mình muốn tìm hiểu về,0,0,0,0,0,1
có thể hỗ trợ mình với có sản phẩm nào chứa trứng không,0,0,0,1,0,0
cho mình thắc mắc độ uy tín của espresso thế nào,0,0,0,0,1,0
cho mình thắc mắc anh thích cà phê nào thì nên mua gì,0,0,1,0,0,0
bạn có thể cho tớ thông tin về cà phê nào phù hợp với anh,0,0,1,0,0,0
mình đang thắc mắc về sản phẩm có chứa phô mai không,0,0,0,1,0,0
cho mình thắc mắc mặt hàng nào được xem là xu hướng và đang bán chạy nhất hiện tại,0,1,0,0,0,0
mình có điều muốn hỏi quán có thể cho biết những sản phẩm nào đang bán chạy theo tuần không,0,1,0,0,0,0
có thể giúp mình giải đáp giá của americano là bao nhiêu,1,0,0,0,0,0
hey anh bạn có thể trả lời thắc mắc của mình,0,0,0,0,0,1
mình muốn tìm hiểu về có cà phê nào phù hợp với mình không,0,0,1,0,0,0
có thể cho mình biết sản phẩm nào sử dụng sữa,0,0,0,1,0,0
mình có điều muốn hỏi gợi ý cà phê nào cho mình tốt nhất,0,0,1,0,0,0
mình muốn hỏi bạn chút thông tin về có sản phẩm nào chứa đường không,0,0,0,1,0,0
mình muốn tìm hiểu về americano có giá trị sử dụng cao không,0,0,0,0,1,0
mình muốn hỏi bạn chút thông tin về cà phê tương tự cà phê là gì,0,0,1,0,0,0
hey anh có thể cho mình biết,0,0,0,0,0,1
cho mình thắc mắc cà phê còn bao nhiêu ly,1,0,0,0,0,0
hello mọi người bạn có thể trả lời thắc mắc của mình,0,0,0,0,0,1
có thể hỗ trợ mình với cà phê nào mình nên xem xét,0,0,1,0,0,0
bạn có thể trả lời thắc mắc của mình có sản phẩm nào chứa socola không,0,0,0,1,0,0
có thể giúp mình giải đáp trà có trong sản phẩm nào,0,0,0,1,0,0
anh cậu có thể cho mình biết,0,0,0,0,0,1
có thể giúp mình giải đáp americano giá bao nhiêu,1,0,0,0,0,0
hey shop mình thắc mắc chút,0,0,0,0,0,1
mình muốn tìm hiểu về có cà phê nào phù hợp với bạn không,0,0,1,0,0,0
có thể hỏi bạn về sản phẩm nào sử dụng bơ,0,0,0,1,0,0
cho mình thắc mắc americano có đảm bảo chất lượng không,0,0,0,0,1,0
cho mình hỏi sản phẩm bán chạy nhất hiện tại là gì,0,1,0,0,0,0
alo em có thể hỏi bạn về,0,0,0,0,0,1
bạn có thể trả lời thắc mắc của mình sản phẩm cà phê có thực sự chất lượng không,0,0,0,0,1,0
mình có một câu hỏi cà phê nào phù hợp với em,0,0,1,0,0,0
bạn giúp mình với em muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
cậu giúp mình với espresso được chế biến như thế nào,1,0,0,0,0,0
bạn giúp mình với có sản phẩm nào chứa cà phê không,0,0,0,1,0,0
mình muốn tìm hiểu về có sản phẩm nào chứa bột mì không,0,0,0,1,0,0
bạn giúp mình chút được không tôi có thể thử cà phê nào,0,0,1,0,0,0
cho mình thắc mắc cho tôi biết cà phê nào phù hợp với mình,0,0,1,0,0,0
cậu giúp mình với giá bán của americano hiện tại là bao nhiêu,1,0,0,0,0,0
mình có một thắc mắc gợi ý cà phê mà anh có thể thích,0,0,1,0,0,0
có thể hỏi bạn về espresso có tốt như lời đồn không,0,0,0,0,1,0
bạn có thể cung cấp thông tin về cà phê còn hàng không,1,0,0,0,0,0
cậu bạn có thể cho tớ thông tin về,0,0,0,0,0,1
mình có một câu hỏi cà phê được xếp vào loại nào trên thị trường,1,0,0,0,0,0
mình muốn tìm hiểu về nên mua cà phê hay không,0,0,0,0,1,0
có thể hỗ trợ mình với mô tả chi tiết về americano là gì,1,0,0,0,0,0
có thể giúp mình giải đáp sản phẩm americano có xứng đáng không,0,0,0,0,1,0
cậu giúp mình với sản phẩm cà phê có phải là sự lựa chọn hoàn hảo không,0,0,0,0,1,0
có thể cho mình biết americano có chất lượng không,0,0,0,0,1,0
mình thắc mắc chút có nên lựa chọn espresso không,0,0,0,0,1,0
alo nhân viên có thể hỗ trợ mình với,0,0,0,0,0,1
mình đang thắc mắc về cà phê có mức giá như thế nào,1,0,0,0,0,0
